"cpc_code","title","title_cpc_codes","informative_references","informative_references_cpc_codes","special_rules","special_rules_cpc_codes","glossary_of_terms","definition_statement"
"B65G53/64","in discrete amounts","","Separation of materials with cyclones","B04C","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G53/66","Use of indicator or control devices, e.g. for controlling gas pressure, for controlling proportions of material and gas, for indicating or preventing jamming of material {(controlling the flow of coal firing systems C21B5/003)}","C21B5/003","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G54/00","Non-mechanical conveyors not otherwise provided for","","For the driving means","B65G27/00","","","","This place covers: Contractless conveying, using light or sound (e.g. ultrasonic) waves Illustrative example of subject matter classified in this group:"
"B65G54/02","electrostatic, electric, or magnetic","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G54/025","{the load being magnetically coupled with a piston-like driver moved within a tube}","","Magnetic retaining means for retaining the load of the load-carrying surfaceDevices for feeding articles or materials to conveyors using suction or magnetic forces","B65G21/2018|B65G47/1485","","","","This place covers: With moving magnetical driver (e.g. permanent magnets moving) Illustrative example of subject matter classified in this group:"
"B65G57/00","Stacking of articles  (B65G60/00 takes precedence; feeding, piling or stacking sheets B65H)","B65G60/00|B65H","Handling of (empty) pallets, stacking frames, stacking manually, aligning the stack, shape or form of stackGlass sheetsStacking devicesAdding to the topLoading platform being lowered during stackingStacking of jumbo rollsWrapping a stackStacking one article, or group of articles in groupsStackable containersStacking of coins","B65G1/00|B65G49/068|B65G2814/0304|B65G2814/0305|B65G2814/0307|B41F|B65B11/00|B65B35/50|B65D|G07D9/06","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/005","{by using insertions or spacers between the stacked layers}","","Inserting partitions between package contentsTrays provided with projections or recesses in order to assemble multiple articlesUse and construction of spacers","B65B61/207|B65D71/70|F26B25/185","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/03","from above","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/035","{with a stepwise downward movement of the stack}","","The articles being stacked by direct action of the feeding conveyor","B65G57/11","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/04","by suction or magnetic devices","","Magnetic load-carriersSuctionFor steel sheets","B65G21/2018|B65G21/2036|B21D43/22","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/06","Gates for releasing articles","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/08","articles being tilted or inverted prior to depositing","","","","","","","This place covers:"
"B65G57/081","alternate articles being inverted","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/10","by devices, e.g. reciprocating, acting directly on articles for horizontal transport to the top of stack","","","","","","","This place covers: Additionally to the feeding coveyor, a transfer device is provided to bring the article(s) on top of the stack Illustrative example of subject matter classified in this group:"
"B65G57/11","the articles being stacked by direct action of the feeding conveyor","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/112","the conveyor being adjustable in height","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/14","the articles being transferred from carriers moving in an endless path adjacent to the stacks","","Conveyor constructions -Combinations of conveyorsGrouping articles in rows ","B65G15/00|B65G35/00|B65G37/00|B65G47/082","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/165","{nested}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/18","elongated, e.g. sticks, rods, bars","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/183","{Angle irons}","","","","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/186","{Cylindrical articles, e.g. tubes, rods, etc.}","","Elongated, e.g. sticks, rods, bars","B65G57/18","","","","This place covers: Illustrative example of subject matter classified in this group:"
"B65G57/20","three-dimensional, e.g. cubiform, cylindrical","","Reducing volume of filled material","B65B1/24","","","","This place covers: Illustrative example of subject matter classified in this group:"
